protein_id,study,class,cluster30,split_group
O76083,B,general_background,,
O95807,B,general_background,,
Q00889,B,general_background,,
Q9BRT3,B,general_background,,
A6NNM8,B,general_background,,
Q8NHH9,B,general_background,,
O00203,B,general_background,,
P52790,B,general_background,,
P04554,B,general_background,,
Q9ULW6,B,general_background,,
Q5T890,B,general_background,,
Q9BXQ6,B,general_background,,
Q9NTJ3,B,general_background,,
Q8NHW6,B,general_background,,
Q5T4D3,B,general_background,,
O00534,B,general_background,,
Q14957,B,general_background,,
Q96S82,B,general_background,,
Q9BR11,B,general_background,,
P25024,B,general_background,,
Q96AQ1,B,general_background,,
P14921,B,general_background,,
Q96CK0,B,general_background,,
Q96F45,B,general_background,,
Q5W0A0,B,general_background,,
O75437,B,general_background,,
Q96GV9,B,general_background,,
Q86SX6,B,general_background,,
O60232,B,general_background,,
O43869,B,general_background,,
O94779,B,general_background,,
Q14565,B,general_background,,
Q9H0R1,B,general_background,,
P11498,B,general_background,,
Q3KRB8,B,general_background,,
P0CG24,B,general_background,,
Q99895,B,general_background,,
Q14185,B,general_background,,
Q16270,B,general_background,,
Q7Z408,B,general_background,,
Q8WVM8,B,general_background,,
Q92997,B,general_background,,
A6NIR3,B,general_background,,
Q9HCD5,B,general_background,,
Q7Z7K6,B,general_background,,
Q8N2H3,B,general_background,,
Q99687,B,general_background,,
Q6UXG8,B,general_background,,
O94806,B,general_background,,
Q8WZA2,B,general_background,,
Q8NGD4,B,general_background,,
P09086,B,general_background,,
O00453,B,general_background,,
P36915,B,general_background,,
Q9BU23,B,general_background,,
Q9Y2W3,B,general_background,,
O95182,B,general_background,,
Q9UBB9,B,general_background,,
Q96RV3,B,general_background,,
P22532,B,general_background,,
Q9Y3D8,B,general_background,,
P36543,B,general_background,,
P12429,B,general_background,,
Q6WN34,B,general_background,,
P22670,B,general_background,,
P62263,B,general_background,,
Q9UBT2,B,general_background,,
Q53FA7,B,general_background,,
Q9Y3Q3,B,general_background,,
A0A1W2PP97,B,general_background,,
P10147,B,general_background,,
Q9ULL4,B,general_background,,
Q8WW18,B,general_background,,
Q9NRX5,B,general_background,,
O75554,B,general_background,,
Q13325,B,general_background,,
Q7RTY1,B,general_background,,
Q96A73,B,general_background,,
Q5T0N1,B,general_background,,
P47870,B,general_background,,
Q8N612,B,general_background,,
Q9BTF0,B,general_background,,
Q96CX3,B,general_background,,
Q9Y264,B,general_background,,
P29017,B,general_background,,
Q8NH76,B,general_background,,
Q8ND83,B,general_background,,
Q9NQ32,B,general_background,,
Q6ZNR0,B,general_background,,
Q15937,B,general_background,,
Q8TDX6,B,general_background,,
Q9Y4C1,B,general_background,,
A0A5B0,B,general_background,,
Q8NDY4,B,general_background,,
P57723,B,general_background,,
Q5YKI7,B,general_background,,
Q86XE3,B,general_background,,
Q8IZU1,B,general_background,,
Q6N021,B,general_background,,
O15042,B,general_background,,
P36969,B,general_background,,
H0Y354,B,general_background,,
P22694,B,general_background,,
Q08999,B,general_background,,
Q9UBX7,B,general_background,,
Q7LBC6,B,general_background,,
Q5K4L6,B,general_background,,
Q8NCC5,B,general_background,,
O00144,B,general_background,,
Q5VXM1,B,general_background,,
A5PLN7,B,general_background,,
Q9UM19,B,general_background,,
O95402,B,general_background,,
P41218,B,general_background,,
Q9HCD6,B,general_background,,
Q8IZT8,B,general_background,,
P36578,B,general_background,,
Q9BVM2,B,general_background,,
Q9BXU9,B,general_background,,
Q6EIG7,B,general_background,,
Q8N0Y3,B,general_background,,
Q8N9W6,B,general_background,,
Q5T6S3,B,general_background,,
Q6UXK2,B,general_background,,
P05111,B,general_background,,
A6NNM3,B,general_background,,
Q92583,B,general_background,,
Q96IV6,B,general_background,,
Q6P1K2,B,general_background,,
Q9H3J6,B,general_background,,
Q8IV13,B,general_background,,
Q8NEH6,B,general_background,,
C0HMG9,B,general_background,,
Q07955,B,general_background,,
P51606,B,general_background,,
O14936,B,general_background,,
Q8NGJ0,B,general_background,,
Q9ULK2,B,general_background,,
Q96JA1,B,general_background,,
Q9GZZ8,B,general_background,,
P0C7V8,B,general_background,,
O43556,B,general_background,,
P48539,B,general_background,,
Q9NSB8,B,general_background,,
P62875,B,general_background,,
Q12967,B,general_background,,
A0A0B4J1V7,B,general_background,,
P0DPK4,B,general_background,,
P50583,B,general_background,,
Q1RMZ1,B,general_background,,
Q9GZP1,B,general_background,,
Q9NZH4,B,general_background,,
Q6PCB8,B,general_background,,
P49588,B,general_background,,
Q6P1M0,B,general_background,,
Q9HCC8,B,general_background,,
Q9BUN5,B,general_background,,
Q9BVR0,B,general_background,,
P49682,B,general_background,,
Q9H501,B,general_background,,
P29376,B,general_background,,
P13985,B,general_background,,
O43623,B,general_background,,
P0DY57,B,general_background,,
Q68CR7,B,general_background,,
Q9BXS6,B,general_background,,
Q8WZ84,B,general_background,,
O75363,B,general_background,,
Q92730,B,general_background,,
O14633,B,general_background,,
Q5T0N5,B,general_background,,
Q8NGX6,B,general_background,,
Q00G26,B,general_background,,
Q9BQY9,B,general_background,,
Q8IYK8,B,general_background,,
Q8IYN0,B,general_background,,
Q969N4,B,general_background,,
P10966,B,general_background,,
Q86VW0,B,general_background,,
P51648,B,general_background,,
Q8NBP0,B,general_background,,
Q9NXB0,B,general_background,,
Q14679,B,general_background,,
Q96AV8,B,general_background,,
Q8TAP8,B,general_background,,
Q9HC23,B,general_background,,
P01814,B,general_background,,
Q30KQ6,B,general_background,,
Q96A11,B,general_background,,
Q7RTX0,B,general_background,,
Q99613,B,general_background,,
Q9Y462,B,general_background,,
Q5VZM2,B,general_background,,
Q86WI1,B,general_background,,
Q99706,B,general_background,,
Q00535,B,general_background,,
Q8WY91,B,general_background,,
O15078,B,general_background,,
Q9BWT1,B,general_background,,
A0A1B0GVK7,B,general_background,,
Q6UWN8,B,general_background,,
P01563,B,general_background,,
P60953,B,general_background,,
Q9BUL9,B,general_background,,
O43157,B,general_background,,
P02776,B,general_background,,
O43482,B,general_background,,
Q6XZB0,B,general_background,,
O94842,B,general_background,,
O14613,B,general_background,,
Q5VZE5,B,general_background,,
Q96I27,B,general_background,,
P06239,B,general_background,,
P04040,B,general_background,,
Q99766,B,general_background,,
Q9UK59,B,general_background,,
P50851,B,general_background,,
Q5H9R7,B,general_background,,
Q9Y6M5,B,general_background,,
Q9Y282,B,general_background,,
P53803,B,general_background,,
Q9BXK5,B,general_background,,
Q92979,B,general_background,,
Q12980,B,general_background,,
Q96JN2,B,general_background,,
Q9P0V3,B,general_background,,
Q9HB90,B,general_background,,
Q9P1Z0,B,general_background,,
Q8IUC3,B,general_background,,
Q5SRH9,B,general_background,,
Q494W8,B,general_background,,
P59535,B,general_background,,
O75884,B,general_background,,
Q9BWD3,B,general_background,,
P41595,B,general_background,,
Q9P109,B,general_background,,
Q9NQA5,B,general_background,,
Q07912,B,general_background,,
A6NFX1,B,general_background,,
Q9NQX6,B,general_background,,
P51798,B,general_background,,
A0A599,B,general_background,,
P57088,B,general_background,,
P11274,B,general_background,,
Q96KP6,B,general_background,,
Q6QNK2,B,general_background,,
Q12923,B,general_background,,
Q76FK4,B,general_background,,
Q05516,B,general_background,,
Q96L03,B,general_background,,
Q04900,B,general_background,,
P10809,B,general_background,,
Q9ULQ0,B,general_background,,
Q6UXR6,B,general_background,,
P26010,B,general_background,,
Q96M85,B,general_background,,
O95918,B,general_background,,
P60022,B,general_background,,
H3BNL1,B,general_background,,
Q8N309,B,general_background,,
O75618,B,general_background,,
Q7Z5B4,B,general_background,,
Q96SY0,B,general_background,,
Q9H694,B,general_background,,
O43772,B,general_background,,
O75190,B,general_background,,
Q9BZI1,B,general_background,,
P17081,B,general_background,,
Q9BXP8,B,general_background,,
Q8TBE3,B,general_background,,
P60568,B,general_background,,
P01782,B,general_background,,
Q6PIF6,B,general_background,,
Q9Y651,B,general_background,,
Q9BW92,B,general_background,,
Q00532,B,general_background,,
Q9NYX4,B,general_background,,
Q96QU8,B,general_background,,
Q8IYB7,B,general_background,,
Q96M69,B,general_background,,
Q9NR81,B,general_background,,
O14862,B,general_background,,
Q92882,B,general_background,,
Q2TV78,B,general_background,,
Q8NFH4,B,general_background,,
Q8NEG7,B,general_background,,
Q587J7,B,general_background,,
O75072,B,general_background,,
Q4VXA5,B,general_background,,
Q9UJ72,B,general_background,,
Q8NGE2,B,general_background,,
Q86YF9,B,general_background,,
O75439,B,general_background,,
O75635,B,general_background,,
Q9NS64,B,general_background,,
P39877,B,general_background,,
Q9NYI0,B,general_background,,
Q99988,B,general_background,,
Q9BYC2,B,general_background,,
O95600,B,general_background,,
O15481,B,general_background,,
Q8N0Y2,B,general_background,,
O60938,B,general_background,,
Q7Z6R9,B,general_background,,
C0HLS1,B,general_background,,
Q8NHH1,B,general_background,,
Q2M1Z3,B,general_background,,
Q15032,B,general_background,,
A6NFI3,B,general_background,,
Q96SZ4,B,general_background,,
Q9HCX4,B,general_background,,
Q7Z3H4,B,general_background,,
Q32P44,B,general_background,,
P35443,B,general_background,,
Q9GZP8,B,general_background,,
Q96K80,B,general_background,,
Q6ZN66,B,general_background,,
P0CJ85,B,general_background,,
Q5H9M0,B,general_background,,
Q9BUL5,B,general_background,,
Q00610,B,general_background,,
P61960,B,general_background,,
Q96L96,B,general_background,,
O00443,B,general_background,,
P0C671,B,general_background,,
O95619,B,general_background,,
Q9BX51,B,general_background,,
P63167,B,general_background,,
Q99733,B,general_background,,
Q9BZP6,B,general_background,,
Q8TAC9,B,general_background,,
Q8TC07,B,general_background,,
Q96F85,B,general_background,,
Q9BRQ4,B,general_background,,
Q9NYG2,B,general_background,,
Q8IU53,B,general_background,,
Q9UPA5,B,general_background,,
Q06547,B,general_background,,
A1L0T0,B,general_background,,
P52907,B,general_background,,
Q9NU23,B,general_background,,
O76070,B,general_background,,
Q9Y4C5,B,general_background,,
P43681,B,general_background,,
Q99435,B,general_background,,
O00463,B,general_background,,
Q8IW93,B,general_background,,
Q86UU0,B,general_background,,
Q14168,B,general_background,,
P08218,B,general_background,,
Q8N8C0,B,general_background,,
Q9UKM7,B,general_background,,
Q8N5P1,B,general_background,,
Q0WX57,B,general_background,,
Q16517,B,general_background,,
Q06432,B,general_background,,
P04259,B,general_background,,
P78314,B,general_background,,
A6NMD0,B,general_background,,
P30613,B,general_background,,
Q9UHR6,B,general_background,,
Q7Z5Y7,B,general_background,,
Q8NH21,B,general_background,,
Q9Y257,B,general_background,,
Q8IVQ6,B,general_background,,
Q92925,B,general_background,,
Q8NCN4,B,general_background,,
O14746,B,general_background,,
Q9UMR2,B,general_background,,
Q8N7B6,B,general_background,,
Q86V40,B,general_background,,
Q6NT04,B,general_background,,
P58170,B,general_background,,
Q8NGR1,B,general_background,,
Q96BV0,B,general_background,,
Q99542,B,general_background,,
Q14542,B,general_background,,
Q9UPR5,B,general_background,,
P53673,B,general_background,,
E9PQX1,B,general_background,,
